,filepath,superclass,label,split
40,construction_land/storage_room/storage_room(339).tif,construction land,storage room,train
41,other_land/desert/desert(46).tif,other land,desert,train
42,other_land/desert/desert(765).tif,other land,desert,train
43,transportation/marina/marina(126).tif,transportation,marina,train
44,transportation/avenue/avenue(213).tif,transportation,avenue,train
45,cultivated_land/dry_farm/dry_farm(849).tif,cultivated land,dry farm,train
46,water_area/hirst/hirst(374).tif,water area,hirst,train
47,other_land/mountain/mountain(134).tif,other land,mountain,train
48,woodland/shrubwood/shrubwood(669).tif,woodland,shrubwood,train
49,transportation/parkinglot/parkinglot(220).tif,transportation,parkinglot,train
50,woodland/forest/forest(997).tif,woodland,forest,train
51,construction_land/residents/residents(693).tif,construction land,residents,train
52,woodland/river_protection_forest/river_protetion_forest(116).tif,woodland,river protection forest,train
53,woodland/sparse_forest/sparse_forest(787).tif,woodland,sparse forest,train
54,woodland/shrubwood/shrubwood(1163).tif,woodland,shrubwood,train
55,cultivated_land/bare_land/bare_land(95).tif,cultivated land,bare land,train
56,construction_land/storage_room/storage_room(1166).tif,construction land,storage room,train
57,other_land/mountain/mountain(718).tif,other land,mountain,train
58,woodland/artificial_grassland/artificial_grassland(140).tif,woodland,artificial grassland,train
59,transportation/avenue/avenue(434).tif,transportation,avenue,train
60,woodland/shrubwood/shrubwood(45).tif,woodland,shrubwood,train
61,transportation/airport_runway/airport_runway(183).tif,transportation,airport runway,train
62,water_area/lakeshore/lakeshore(433).tif,water area,lakeshore,train
63,other_land/desert/desert(295).tif,other land,desert,train
64,other_land/desert/desert(631).tif,other land,desert,train
65,transportation/parkinglot/parkinglot(450).tif,transportation,parkinglot,train
66,woodland/sparse_forest/sparse_forest(1082).tif,woodland,sparse forest,train
67,woodland/mangrove/mangrove(276).tif,woodland,mangrove,train
68,construction_land/residents/residents(727).tif,construction land,residents,train
69,woodland/mangrove/mangrove(470).tif,woodland,mangrove,train
70,other_land/mountain/mountain(304).tif,other land,mountain,train
71,water_area/sea/sea(842).tif,water area,sea,train
72,cultivated_land/dry_farm/dry_farm(659).tif,cultivated land,dry farm,train
73,woodland/shrubwood/shrubwood(1097).tif,woodland,shrubwood,train
74,woodland/shrubwood/shrubwood(1086).tif,woodland,shrubwood,train
75,water_area/sea/sea(86).tif,water area,sea,train
76,other_land/snow_mountain/snow_mountain(643).tif,other land,snow mountain,train
77,water_area/sea/sea(41).tif,water area,sea,train
78,construction_land/city_building/city_building(488).tif,construction land,city building,train
79,woodland/forest/forest(246).tif,woodland,forest,train
80,woodland/sapling/sapling(427).tif,woodland,sapling,train
81,construction_land/city_building/city_building(185).tif,construction land,city building,train
82,cultivated_land/green_farmland/green_farmland(116).tif,cultivated land,green farmland,train
83,woodland/mangrove/mangrove(584).tif,woodland,mangrove,train
84,woodland/river_protection_forest/river_protetion_forest(243).tif,woodland,river protection forest,train
85,transportation/bridge/bridge(18).tif,transportation,bridge,train
86,cultivated_land/bare_land/bare_land(593).tif,cultivated land,bare land,train
87,woodland/shrubwood/shrubwood(1219).tif,woodland,shrubwood,train
88,other_land/sandbeach/sand_beach(192).tif,other land,sandbeach,train
89,construction_land/storage_room/storage_room(591).tif,construction land,storage room,train
90,transportation/marina/marina(15).tif,transportation,marina,train
91,other_objects/airplane/airplane(168).tif,other objects,airplane,train
92,transportation/avenue/avenue(238).tif,transportation,avenue,train
93,construction_land/city_building/city_building(398).tif,construction land,city building,train
94,woodland/artificial_grassland/artificial_grassland(88).tif,woodland,artificial grassland,train
95,woodland/sparse_forest/sparse_forest(924).tif,woodland,sparse forest,train
96,water_area/river/river(446).tif,water area,river,train
97,transportation/avenue/avenue(386).tif,transportation,avenue,train
98,transportation/airport_runway/airport_runway(518).tif,transportation,airport runway,train
99,water_area/stream/stream(604).tif,water area,stream,train
100,water_area/lakeshore/lakeshore(207).tif,water area,lakeshore,train
101,woodland/shrubwood/shrubwood(1295).tif,woodland,shrubwood,train
102,construction_land/city_building/city_building(599).tif,construction land,city building,train
103,woodland/shrubwood/shrubwood(936).tif,woodland,shrubwood,train
104,water_area/sea/sea(1005).tif,water area,sea,train
105,woodland/shrubwood/shrubwood(165).tif,woodland,shrubwood,train
106,water_area/lakeshore/lakeshore(4).tif,water area,lakeshore,train
107,construction_land/storage_room/storage_room(882).tif,construction land,storage room,train
108,construction_land/storage_room/storage_room(62).tif,construction land,storage room,train
109,other_land/snow_mountain/snow_mountain(141).tif,other land,snow mountain,train
110,cultivated_land/dry_farm/dry_farm(717).tif,cultivated land,dry farm,train
111,construction_land/container/container(172).tif,construction land,container,train
112,transportation/avenue/avenue(278).tif,transportation,avenue,train
113,other_land/snow_mountain/snow_mountain(957).tif,other land,snow mountain,train
114,construction_land/storage_room/storage_room(267).tif,construction land,storage room,train
115,woodland/forest/forest(747).tif,woodland,forest,train
116,water_area/stream/stream(498).tif,water area,stream,train
117,woodland/mangrove/mangrove(866).tif,woodland,mangrove,train
118,woodland/mangrove/mangrove(606).tif,woodland,mangrove,train
119,construction_land/storage_room/storage_room(364).tif,construction land,storage room,train
120,other_land/sandbeach/sand_beach(386).tif,other land,sandbeach,train
121,water_area/river/river(524).tif,water area,river,train
122,other_land/snow_mountain/snow_mountain(772).tif,other land,snow mountain,train
123,water_area/lakeshore/lakeshore(77).tif,water area,lakeshore,train
124,cultivated_land/bare_land/bare_land(499).tif,cultivated land,bare land,train
125,cultivated_land/green_farmland/green_farmland(109).tif,cultivated land,green farmland,train
126,other_objects/pipeline/pipeline(62).tif,other objects,pipeline,train
127,water_area/sea/sea(645).tif,water area,sea,train
128,water_area/sea/sea(108).tif,water area,sea,train
129,woodland/river_protection_forest/river_protetion_forest(218).tif,woodland,river protection forest,train
130,woodland/forest/forest(375).tif,woodland,forest,train
131,construction_land/storage_room/storage_room(388).tif,construction land,storage room,train
132,woodland/sparse_forest/sparse_forest(2).tif,woodland,sparse forest,train
133,cultivated_land/dry_farm/dry_farm(481).tif,cultivated land,dry farm,train
134,cultivated_land/bare_land/bare_land(133).tif,cultivated land,bare land,train
135,construction_land/storage_room/storage_room(33).tif,construction land,storage room,train
136,other_land/snow_mountain/snow_mountain(173).tif,other land,snow mountain,train
137,water_area/sea/sea(225).tif,water area,sea,train
138,construction_land/storage_room/storage_room(581).tif,construction land,storage room,train
139,woodland/shrubwood/shrubwood(15).tif,woodland,shrubwood,train
140,construction_land/container/container(551).tif,construction land,container,train
141,construction_land/storage_room/storage_room(496).tif,construction land,storage room,train
142,other_land/desert/desert(798).tif,other land,desert,train
143,construction_land/city_building/city_building(180).tif,construction land,city building,train
144,transportation/marina/marina(92).tif,transportation,marina,train
145,water_area/stream/stream(249).tif,water area,stream,train
146,woodland/river_protection_forest/river_protetion_forest(18).tif,woodland,river protection forest,train
147,other_land/snow_mountain/snow_mountain(259).tif,other land,snow mountain,train
148,water_area/hirst/hirst(376).tif,water area,hirst,train
149,other_objects/airplane/airplane(89).tif,other objects,airplane,train
150,cultivated_land/dry_farm/dry_farm(560).tif,cultivated land,dry farm,train
151,woodland/shrubwood/shrubwood(925).tif,woodland,shrubwood,train
152,other_land/sandbeach/sand_beach(155).tif,other land,sandbeach,train
153,cultivated_land/dry_farm/dry_farm(144).tif,cultivated land,dry farm,train
154,woodland/sapling/sapling(784).tif,woodland,sapling,train
155,cultivated_land/bare_land/bare_land(586).tif,cultivated land,bare land,train
156,woodland/forest/forest(392).tif,woodland,forest,train
157,woodland/shrubwood/shrubwood(191).tif,woodland,shrubwood,train
158,water_area/lakeshore/lakeshore(149).tif,water area,lakeshore,train
159,other_land/desert/desert(297).tif,other land,desert,train
160,transportation/avenue/avenue(406).tif,transportation,avenue,train
161,other_objects/town/town(82).tif,other objects,town,train
162,cultivated_land/green_farmland/green_farmland(328).tif,cultivated land,green farmland,train
163,woodland/sparse_forest/sparse_forest(1067).tif,woodland,sparse forest,train
164,woodland/sparse_forest/sparse_forest(8).tif,woodland,sparse forest,train
165,construction_land/city_building/city_building(58).tif,construction land,city building,train
166,other_land/snow_mountain/snow_mountain(945).tif,other land,snow mountain,train
167,water_area/coastline/coastline(157).tif,water area,coastline,train
168,other_land/mountain/mountain(333).tif,other land,mountain,train
169,woodland/sparse_forest/sparse_forest(822).tif,woodland,sparse forest,train
170,transportation/avenue/avenue(443).tif,transportation,avenue,train
171,transportation/parkinglot/parkinglot(65).tif,transportation,parkinglot,train
172,water_area/coastline/coastline(454).tif,water area,coastline,train
173,woodland/sparse_forest/sparse_forest(278).tif,woodland,sparse forest,train
174,other_land/snow_mountain/snow_mountain(1106).tif,other land,snow mountain,train
175,water_area/stream/stream(487).tif,water area,stream,train
176,construction_land/storage_room/storage_room(517).tif,construction land,storage room,train
177,woodland/river_protection_forest/river_protetion_forest(268).tif,woodland,river protection forest,train
178,water_area/dam/dam(189).tif,water area,dam,train
179,woodland/shrubwood/shrubwood(39).tif,woodland,shrubwood,train
180,other_objects/airplane/airplane(123).tif,other objects,airplane,train
181,construction_land/container/container(106).tif,construction land,container,train
182,woodland/forest/forest(999).tif,woodland,forest,train
183,other_land/snow_mountain/snow_mountain(750).tif,other land,snow mountain,train
184,water_area/lakeshore/lakeshore(72).tif,water area,lakeshore,train
185,woodland/shrubwood/shrubwood(164).tif,woodland,shrubwood,train
186,woodland/sapling/sapling(255).tif,woodland,sapling,train
187,woodland/river_protection_forest/river_protetion_forest(89).tif,woodland,river protection forest,train
188,water_area/lakeshore/lakeshore(251).tif,water area,lakeshore,train
189,woodland/forest/forest(7).tif,woodland,forest,train
190,construction_land/city_building/city_building(1007).tif,construction land,city building,train
191,construction_land/storage_room/storage_room(176).tif,construction land,storage room,train
192,construction_land/storage_room/storage_room(660).tif,construction land,storage room,train
193,woodland/sparse_forest/sparse_forest(1099).tif,woodland,sparse forest,train
194,other_land/mountain/mountain(787).tif,other land,mountain,train
195,other_land/sandbeach/sand_beach(362).tif,other land,sandbeach,train
196,cultivated_land/green_farmland/green_farmland(230).tif,cultivated land,green farmland,train
197,water_area/coastline/coastline(425).tif,water area,coastline,train
198,woodland/shrubwood/shrubwood(266).tif,woodland,shrubwood,train
199,construction_land/storage_room/storage_room(281).tif,construction land,storage room,train
200,other_objects/town/town(236).tif,other objects,town,train
201,transportation/airport_runway/airport_runway(477).tif,transportation,airport runway,train
202,cultivated_land/dry_farm/dry_farm(543).tif,cultivated land,dry farm,train
203,construction_land/storage_room/storage_room(946).tif,construction land,storage room,train
204,transportation/airport_runway/airport_runway(306).tif,transportation,airport runway,train
205,construction_land/storage_room/storage_room(32).tif,construction land,storage room,train
206,construction_land/city_building/city_building(837).tif,construction land,city building,train
207,woodland/mangrove/mangrove(876).tif,woodland,mangrove,train
208,water_area/river/river(70).tif,water area,river,train
209,other_land/snow_mountain/snow_mountain(400).tif,other land,snow mountain,train
210,construction_land/residents/residents(218).tif,construction land,residents,train
211,water_area/hirst/hirst(70).tif,water area,hirst,train
212,water_area/dam/dam(133).tif,water area,dam,train
213,cultivated_land/dry_farm/dry_farm(568).tif,cultivated land,dry farm,train
214,other_land/snow_mountain/snow_mountain(465).tif,other land,snow mountain,train
215,woodland/sapling/sapling(69).tif,woodland,sapling,train
216,cultivated_land/green_farmland/green_farmland(311).tif,cultivated land,green farmland,train
217,construction_land/storage_room/storage_room(247).tif,construction land,storage room,train
218,woodland/shrubwood/shrubwood(916).tif,woodland,shrubwood,train
219,woodland/shrubwood/shrubwood(443).tif,woodland,shrubwood,train
220,water_area/sea/sea(836).tif,water area,sea,train
221,other_land/sandbeach/sand_beach(504).tif,other land,sandbeach,train
222,other_land/snow_mountain/snow_mountain(721).tif,other land,snow mountain,train
223,woodland/mangrove/mangrove(348).tif,woodland,mangrove,train
224,other_objects/town/town(205).tif,other objects,town,train
225,water_area/lakeshore/lakeshore(199).tif,water area,lakeshore,train
226,other_land/snow_mountain/snow_mountain(888).tif,other land,snow mountain,train
227,woodland/forest/forest(73).tif,woodland,forest,train
228,transportation/avenue/avenue(110).tif,transportation,avenue,train
229,woodland/mangrove/mangrove(711).tif,woodland,mangrove,train
230,transportation/marina/marina(177).tif,transportation,marina,train
231,transportation/parkinglot/parkinglot(4).tif,transportation,parkinglot,train
232,water_area/dam/dam(250).tif,water area,dam,train
233,construction_land/city_building/city_building(152).tif,construction land,city building,train
234,other_land/snow_mountain/snow_mountain(1108).tif,other land,snow mountain,train
235,construction_land/storage_room/storage_room(510).tif,construction land,storage room,train
236,transportation/crossroads/crossroads(330).tif,transportation,crossroads,train
237,water_area/stream/stream(218).tif,water area,stream,train
238,woodland/forest/forest(968).tif,woodland,forest,train
239,woodland/mangrove/mangrove(696).tif,woodland,mangrove,train
240,construction_land/residents/residents(564).tif,construction land,residents,train
241,transportation/highway/highway(12).tif,transportation,highway,train
242,water_area/hirst/hirst(610).tif,water area,hirst,train
243,woodland/artificial_grassland/artificial_grassland(103).tif,woodland,artificial grassland,train
244,water_area/sea/sea(547).tif,water area,sea,train
245,water_area/hirst/hirst(196).tif,water area,hirst,train
246,woodland/river_protection_forest/river_protetion_forest(184).tif,woodland,river protection forest,train
247,water_area/coastline/coastline(36).tif,water area,coastline,train
248,woodland/shrubwood/shrubwood(758).tif,woodland,shrubwood,train
249,transportation/avenue/avenue(327).tif,transportation,avenue,train
250,water_area/dam/dam(19).tif,water area,dam,train
251,construction_land/city_building/city_building(786).tif,construction land,city building,train
252,woodland/sparse_forest/sparse_forest(849).tif,woodland,sparse forest,train
253,woodland/artificial_grassland/artificial_grassland(55).tif,woodland,artificial grassland,train
254,cultivated_land/bare_land/bare_land(275).tif,cultivated land,bare land,train
255,cultivated_land/bare_land/bare_land(107).tif,cultivated land,bare land,train
256,cultivated_land/bare_land/bare_land(668).tif,cultivated land,bare land,train
257,woodland/mangrove/mangrove(635).tif,woodland,mangrove,train
258,woodland/forest/forest(795).tif,woodland,forest,train
259,transportation/highway/highway(223).tif,transportation,highway,train
260,woodland/sparse_forest/sparse_forest(427).tif,woodland,sparse forest,train
261,woodland/sparse_forest/sparse_forest(202).tif,woodland,sparse forest,train
262,transportation/highway/highway(24).tif,transportation,highway,train
263,cultivated_land/dry_farm/dry_farm(1071).tif,cultivated land,dry farm,train
264,transportation/marina/marina(172).tif,transportation,marina,train
265,cultivated_land/dry_farm/dry_farm(71).tif,cultivated land,dry farm,train
266,woodland/forest/forest(641).tif,woodland,forest,train
267,woodland/shrubwood/shrubwood(1045).tif,woodland,shrubwood,train
268,cultivated_land/bare_land/bare_land(93).tif,cultivated land,bare land,train
269,transportation/crossroads/crossroads(250).tif,transportation,crossroads,train
270,woodland/sapling/sapling(796).tif,woodland,sapling,train
271,construction_land/container/container(387).tif,construction land,container,train
272,woodland/forest/forest(737).tif,woodland,forest,train
273,woodland/shrubwood/shrubwood(156).tif,woodland,shrubwood,train
274,woodland/forest/forest(467).tif,woodland,forest,train
275,construction_land/storage_room/storage_room(950).tif,construction land,storage room,train
276,woodland/sparse_forest/sparse_forest(709).tif,woodland,sparse forest,train
277,other_land/mountain/mountain(574).tif,other land,mountain,train
278,construction_land/storage_room/storage_room(553).tif,construction land,storage room,train
279,other_land/mountain/mountain(541).tif,other land,mountain,train
280,other_land/desert/desert(657).tif,other land,desert,train
281,construction_land/storage_room/storage_room(43).tif,construction land,storage room,train
282,cultivated_land/dry_farm/dry_farm(752).tif,cultivated land,dry farm,train
283,cultivated_land/bare_land/bare_land(546).tif,cultivated land,bare land,train
284,woodland/forest/forest(1010).tif,woodland,forest,train
285,other_land/desert/desert(881).tif,other land,desert,train
286,woodland/mangrove/mangrove(441).tif,woodland,mangrove,train
287,cultivated_land/green_farmland/green_farmland(9).tif,cultivated land,green farmland,train
288,transportation/crossroads/crossroads(401).tif,transportation,crossroads,train
289,cultivated_land/green_farmland/green_farmland(548).tif,cultivated land,green farmland,train
290,other_objects/town/town(197).tif,other objects,town,train
291,construction_land/container/container(21).tif,construction land,container,train
292,cultivated_land/green_farmland/green_farmland(624).tif,cultivated land,green farmland,train
293,other_objects/town/town(196).tif,other objects,town,train
294,other_land/mountain/mountain(425).tif,other land,mountain,train
295,transportation/airport_runway/airport_runway(276).tif,transportation,airport runway,train
296,woodland/sapling/sapling(330).tif,woodland,sapling,train
297,water_area/sea/sea(922).tif,water area,sea,train
298,water_area/river/river(247).tif,water area,river,train
299,woodland/mangrove/mangrove(160).tif,woodland,mangrove,train
300,construction_land/storage_room/storage_room(702).tif,construction land,storage room,train
301,transportation/avenue/avenue(232).tif,transportation,avenue,train
302,water_area/stream/stream(150).tif,water area,stream,train
303,other_land/mountain/mountain(475).tif,other land,mountain,train
304,other_land/desert/desert(443).tif,other land,desert,train
305,woodland/forest/forest(419).tif,woodland,forest,train
306,cultivated_land/dry_farm/dry_farm(789).tif,cultivated land,dry farm,train
307,water_area/river/river(439).tif,water area,river,train
308,cultivated_land/bare_land/bare_land(352).tif,cultivated land,bare land,train
309,woodland/artificial_grassland/artificial_grassland(214).tif,woodland,artificial grassland,train
310,transportation/airport_runway/airport_runway(266).tif,transportation,airport runway,train
311,water_area/hirst/hirst(122).tif,water area,hirst,train
312,water_area/stream/stream(474).tif,water area,stream,train
313,construction_land/city_building/city_building(623).tif,construction land,city building,train
314,woodland/sapling/sapling(465).tif,woodland,sapling,train
315,transportation/bridge/bridge(413).tif,transportation,bridge,train
316,transportation/avenue/avenue(151).tif,transportation,avenue,train
317,water_area/hirst/hirst(18).tif,water area,hirst,train
318,woodland/shrubwood/shrubwood(1114).tif,woodland,shrubwood,train
319,construction_land/storage_room/storage_room(207).tif,construction land,storage room,train
320,water_area/river/river(316).tif,water area,river,train
321,woodland/sapling/sapling(628).tif,woodland,sapling,train
322,transportation/highway/highway(121).tif,transportation,highway,train
323,construction_land/storage_room/storage_room(741).tif,construction land,storage room,train
324,other_land/mountain/mountain(289).tif,other land,mountain,train
325,other_land/desert/desert(758).tif,other land,desert,train
326,other_objects/town/town(246).tif,other objects,town,train
327,cultivated_land/bare_land/bare_land(339).tif,cultivated land,bare land,train
328,other_land/mountain/mountain(191).tif,other land,mountain,train
329,water_area/hirst/hirst(375).tif,water area,hirst,train
330,water_area/coastline/coastline(131).tif,water area,coastline,train
331,cultivated_land/dry_farm/dry_farm(186).tif,cultivated land,dry farm,train
332,transportation/crossroads/crossroads(20).tif,transportation,crossroads,train
333,woodland/sparse_forest/sparse_forest(266).tif,woodland,sparse forest,train
334,other_land/sandbeach/sand_beach(248).tif,other land,sandbeach,train
335,construction_land/container/container(73).tif,construction land,container,train
336,water_area/lakeshore/lakeshore(82).tif,water area,lakeshore,train
337,construction_land/container/container(482).tif,construction land,container,train
338,cultivated_land/dry_farm/dry_farm(686).tif,cultivated land,dry farm,train
339,woodland/shrubwood/shrubwood(306).tif,woodland,shrubwood,train
340,woodland/forest/forest(511).tif,woodland,forest,train
341,woodland/artificial_grassland/artificial_grassland(254).tif,woodland,artificial grassland,train
342,other_land/mountain/mountain(734).tif,other land,mountain,train
343,other_objects/town/town(63).tif,other objects,town,train
344,transportation/marina/marina(352).tif,transportation,marina,train
345,woodland/mangrove/mangrove(923).tif,woodland,mangrove,train
346,woodland/river_protection_forest/river_protetion_forest(285).tif,woodland,river protection forest,train
347,woodland/forest/forest(141).tif,woodland,forest,train
348,other_land/mountain/mountain(675).tif,other land,mountain,train
349,construction_land/city_building/city_building(79).tif,construction land,city building,train
350,cultivated_land/dry_farm/dry_farm(1194).tif,cultivated land,dry farm,train
351,other_land/desert/desert(175).tif,other land,desert,train
352,other_land/snow_mountain/snow_mountain(59).tif,other land,snow mountain,train
353,construction_land/city_building/city_building(807).tif,construction land,city building,train
354,transportation/crossroads/crossroads(19).tif,transportation,crossroads,train
355,water_area/sea/sea(964).tif,water area,sea,train
356,woodland/shrubwood/shrubwood(983).tif,woodland,shrubwood,train
357,woodland/sapling/sapling(619).tif,woodland,sapling,train
358,water_area/stream/stream(344).tif,water area,stream,train
359,transportation/airport_runway/airport_runway(229).tif,transportation,airport runway,train
360,construction_land/container/container(143).tif,construction land,container,train
361,other_land/snow_mountain/snow_mountain(374).tif,other land,snow mountain,train
362,other_land/desert/desert(211).tif,other land,desert,train
363,water_area/stream/stream(361).tif,water area,stream,train
364,construction_land/container/container(51).tif,construction land,container,train
365,woodland/sapling/sapling(558).tif,woodland,sapling,train
366,woodland/river_protection_forest/river_protetion_forest(263).tif,woodland,river protection forest,train
367,construction_land/residents/residents(458).tif,construction land,residents,train
368,woodland/river_protection_forest/river_protetion_forest(143).tif,woodland,river protection forest,train
369,other_land/desert/desert(805).tif,other land,desert,train
370,water_area/stream/stream(213).tif,water area,stream,train
371,other_land/snow_mountain/snow_mountain(912).tif,other land,snow mountain,train
372,transportation/bridge/bridge(24).tif,transportation,bridge,train
373,woodland/forest/forest(19).tif,woodland,forest,train
374,construction_land/container/container(227).tif,construction land,container,train
375,transportation/parkinglot/parkinglot(101).tif,transportation,parkinglot,train
376,construction_land/residents/residents(188).tif,construction land,residents,train
377,other_land/desert/desert(582).tif,other land,desert,train
378,other_objects/town/town(153).tif,other objects,town,train
379,transportation/avenue/avenue(19).tif,transportation,avenue,train
380,water_area/river/river(491).tif,water area,river,train
381,construction_land/residents/residents(773).tif,construction land,residents,train
382,water_area/hirst/hirst(599).tif,water area,hirst,train
383,cultivated_land/dry_farm/dry_farm(1308).tif,cultivated land,dry farm,train
384,transportation/crossroads/crossroads(283).tif,transportation,crossroads,train
385,transportation/airport_runway/airport_runway(566).tif,transportation,airport runway,train
386,construction_land/city_building/city_building(161).tif,construction land,city building,train
387,woodland/forest/forest(371).tif,woodland,forest,train
388,cultivated_land/bare_land/bare_land(843).tif,cultivated land,bare land,train
389,cultivated_land/bare_land/bare_land(294).tif,cultivated land,bare land,train
390,cultivated_land/green_farmland/green_farmland(359).tif,cultivated land,green farmland,train
391,construction_land/storage_room/storage_room(738).tif,construction land,storage room,train
392,water_area/sea/sea(685).tif,water area,sea,train
393,construction_land/container/container(372).tif,construction land,container,train
394,construction_land/storage_room/storage_room(752).tif,construction land,storage room,train
395,water_area/hirst/hirst(382).tif,water area,hirst,train
396,woodland/forest/forest(661).tif,woodland,forest,train
397,transportation/avenue/avenue(76).tif,transportation,avenue,train
398,transportation/airport_runway/airport_runway(584).tif,transportation,airport runway,train
399,woodland/forest/forest(282).tif,woodland,forest,train
400,woodland/forest/forest(52).tif,woodland,forest,train
401,woodland/mangrove/mangrove(121).tif,woodland,mangrove,train
402,construction_land/container/container(621).tif,construction land,container,train
403,other_land/snow_mountain/snow_mountain(689).tif,other land,snow mountain,train
404,other_land/snow_mountain/snow_mountain(1028).tif,other land,snow mountain,train
405,water_area/sea/sea(85).tif,water area,sea,train
406,transportation/crossroads/crossroads(13).tif,transportation,crossroads,train
407,other_land/mountain/mountain(20).tif,other land,mountain,train
408,water_area/river/river(149).tif,water area,river,train
409,other_land/desert/desert(27).tif,other land,desert,train
410,water_area/hirst/hirst(36).tif,water area,hirst,train
411,water_area/sea/sea(68).tif,water area,sea,train
412,cultivated_land/dry_farm/dry_farm(151).tif,cultivated land,dry farm,train
413,woodland/shrubwood/shrubwood(366).tif,woodland,shrubwood,train
414,construction_land/residents/residents(336).tif,construction land,residents,train
415,transportation/avenue/avenue(377).tif,transportation,avenue,train
416,woodland/forest/forest(773).tif,woodland,forest,train
417,water_area/stream/stream(179).tif,water area,stream,train
418,construction_land/storage_room/storage_room(804).tif,construction land,storage room,train
419,cultivated_land/dry_farm/dry_farm(571).tif,cultivated land,dry farm,train
420,transportation/avenue/avenue(387).tif,transportation,avenue,train
421,water_area/sea/sea(221).tif,water area,sea,train
422,woodland/shrubwood/shrubwood(1294).tif,woodland,shrubwood,train
423,construction_land/container/container(376).tif,construction land,container,train
424,cultivated_land/bare_land/bare_land(553).tif,cultivated land,bare land,train
425,woodland/sparse_forest/sparse_forest(96).tif,woodland,sparse forest,train
426,water_area/stream/stream(686).tif,water area,stream,train
427,water_area/stream/stream(597).tif,water area,stream,train
428,construction_land/city_building/city_building(818).tif,construction land,city building,train
429,woodland/sparse_forest/sparse_forest(1004).tif,woodland,sparse forest,train
430,water_area/river/river(228).tif,water area,river,train
431,water_area/river/river(59).tif,water area,river,train
432,woodland/forest/forest(687).tif,woodland,forest,train
433,woodland/mangrove/mangrove(908).tif,woodland,mangrove,train
434,transportation/avenue/avenue(43).tif,transportation,avenue,train
435,cultivated_land/green_farmland/green_farmland(384).tif,cultivated land,green farmland,train
436,water_area/sea/sea(411).tif,water area,sea,train
437,cultivated_land/dry_farm/dry_farm(798).tif,cultivated land,dry farm,train
438,woodland/sparse_forest/sparse_forest(954).tif,woodland,sparse forest,train
439,transportation/crossroads/crossroads(151).tif,transportation,crossroads,train
440,transportation/parkinglot/parkinglot(434).tif,transportation,parkinglot,train
441,cultivated_land/dry_farm/dry_farm(1298).tif,cultivated land,dry farm,train
442,cultivated_land/green_farmland/green_farmland(458).tif,cultivated land,green farmland,train
443,water_area/stream/stream(95).tif,water area,stream,train
444,woodland/sparse_forest/sparse_forest(1032).tif,woodland,sparse forest,train
445,transportation/parkinglot/parkinglot(250).tif,transportation,parkinglot,train
446,transportation/avenue/avenue(496).tif,transportation,avenue,train
447,water_area/sea/sea(766).tif,water area,sea,train
448,water_area/lakeshore/lakeshore(195).tif,water area,lakeshore,train
449,water_area/dam/dam(137).tif,water area,dam,train
